Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp_Difference,Power,Tool_Wear_Percent
1,298.0,308.7,1443,49.3,52,10.699999999999989,71139.9,20.8
1,300.2,309.8,1650,29.6,13,9.600000000000023,48840.0,5.2
1,302.6,311.7,1773,27.1,30,9.099999999999966,48048.3,12.0
2,297.6,307.1,1526,39.1,39,9.5,59666.6,15.6
1,300.3,310.6,1806,24.4,88,10.300000000000011,44066.399999999994,35.199999999999996
2,301.9,311.5,1492,40.8,150,9.600000000000023,60873.6,60.0
1,300.6,310.4,1401,42.6,114,9.799999999999955,59682.6,45.6
0,299.1,310.6,1791,28.0,168,11.5,50148.0,67.2
2,300.8,311.2,1634,31.9,178,10.399999999999977,52124.6,71.2
2,299.2,308.8,1314,52.5,193,9.600000000000023,68985.0,77.2
1,298.7,309.8,1530,35.5,0,11.100000000000023,54315.0,0.0
1,297.5,308.8,1417,49.8,177,11.300000000000011,70566.59999999999,70.8
1,299.2,308.5,1445,45.2,222,9.300000000000011,65314.00000000001,88.8
1,300.4,311.1,1405,54.1,193,10.700000000000045,76010.5,77.2
2,297.5,308.3,1521,38.2,74,10.800000000000011,58102.200000000004,29.599999999999998
1,302.2,311.5,1489,38.3,35,9.300000000000011,57028.7,14.000000000000002
1,300.3,310.3,1483,51.6,50,10.0,76522.8,20.0
2,300.2,309.4,1752,27.8,208,9.199999999999989,48705.6,83.2
2,303.4,312.7,1576,49.9,28,9.300000000000011,78642.4,11.200000000000001
1,300.3,311.7,1365,53.3,113,11.399999999999977,72754.5,45.2
1,304.2,313.4,1490,44.0,41,9.199999999999989,65560.0,16.400000000000002
1,298.9,310.3,1364,54.0,95,11.400000000000034,73656.0,38.0
1,300.9,310.6,1598,35.4,186,9.700000000000045,56569.2,74.4
1,298.8,308.4,1401,47.3,10,9.599999999999966,66267.3,4.0
1,300.1,309.7,1601,35.8,160,9.599999999999966,57315.799999999996,64.0
2,299.3,308.4,1438,42.3,0,9.099999999999966,60827.399999999994,0.0
1,298.8,309.9,1486,40.3,126,11.099999999999966,59885.799999999996,50.4
1,301.5,310.7,1466,47.3,77,9.199999999999989,69341.8,30.8
1,302.5,311.9,1265,59.8,119,9.399999999999977,75647.0,47.599999999999994
2,301.8,310.7,1465,35.8,82,8.899999999999977,52446.99999999999,32.800000000000004
1,300.9,310.7,1412,57.5,16,9.800000000000011,81190.0,6.4
1,300.3,310.4,1493,37.5,219,10.099999999999966,55987.5,87.6
1,300.7,311.1,2478,13.4,170,10.400000000000034,33205.200000000004,68.0
2,297.0,308.2,1702,30.7,124,11.199999999999989,52251.4,49.6
2,301.8,311.5,1416,49.0,136,9.699999999999989,69384.0,54.400000000000006
1,303.0,311.1,1525,40.7,179,8.100000000000023,62067.50000000001,71.6
1,303.1,311.3,1336,52.6,172,8.199999999999989,70273.6,68.8
1,297.9,307.6,1504,42.4,180,9.700000000000045,63769.6,72.0
2,303.0,312.7,1426,46.8,99,9.699999999999989,66736.8,39.6
1,297.1,308.0,1467,42.8,169,10.899999999999977,62787.6,67.60000000000001
1,302.1,311.2,1447,50.3,11,9.099999999999966,72784.09999999999,4.3999999999999995
1,300.8,311.7,1397,43.5,227,10.899999999999977,60769.5,90.8
2,300.6,309.6,1365,50.0,70,9.0,68250.0,28.000000000000004
0,298.1,307.7,1376,56.2,113,9.599999999999966,77331.2,45.2
2,298.2,309.1,1411,45.8,157,10.900000000000034,64623.799999999996,62.8
2,301.1,311.2,1591,35.0,208,10.099999999999966,55685.0,83.2
2,301.4,310.7,1470,46.5,101,9.300000000000011,68355.0,40.400000000000006
1,299.5,310.8,1356,54.9,72,11.300000000000011,74444.4,28.799999999999997
1,302.6,310.2,1923,21.5,18,7.599999999999966,41344.5,7.199999999999999
2,300.1,309.7,1348,57.3,48,9.599999999999966,77240.4,19.2
1,298.6,310.0,1517,39.0,4,11.399999999999977,59163.0,1.6
1,299.8,309.4,1480,40.9,2,9.599999999999966,60532.0,0.8
1,301.0,310.6,1641,33.4,12,9.600000000000023,54809.399999999994,4.8
2,299.1,308.5,1587,35.6,2,9.399999999999977,56497.200000000004,0.8
2,303.3,311.5,1569,36.6,47,8.199999999999989,57425.4,18.8
1,302.2,310.6,1386,50.0,132,8.400000000000034,69300.0,52.800000000000004
2,300.3,309.9,1611,29.0,177,9.599999999999966,46719.0,70.8
2,302.6,311.0,1589,39.0,122,8.399999999999977,61971.0,48.8
2,298.7,309.6,1455,46.8,162,10.900000000000034,68094.0,64.8
1,300.7,310.3,1592,36.0,14,9.600000000000023,57312.0,5.6000000000000005
0,300.6,309.8,1913,22.5,157,9.199999999999989,43042.5,62.8
2,298.5,307.9,1640,33.1,146,9.399999999999977,54284.0,58.4
2,297.5,308.4,1369,54.8,145,10.899999999999977,75021.2,57.99999999999999
1,300.5,309.7,1841,24.6,143,9.199999999999989,45288.600000000006,57.199999999999996
1,299.8,311.1,1603,35.1,179,11.300000000000011,56265.3,71.6
1,299.7,309.3,1420,44.1,60,9.600000000000023,62622.0,24.0
2,299.2,308.4,1381,42.5,54,9.199999999999989,58692.5,21.6
1,301.7,310.1,2695,12.6,10,8.400000000000034,33957.0,4.0
1,301.6,310.1,1694,26.3,14,8.5,44552.200000000004,5.6000000000000005
1,297.0,308.3,1399,59.0,135,11.300000000000011,82541.0,54.0
2,297.1,308.2,1529,37.9,183,11.099999999999966,57949.1,73.2
1,298.2,309.0,1491,38.3,121,10.800000000000011,57105.299999999996,48.4
0,297.6,309.0,1735,26.4,41,11.399999999999977,45804.0,16.400000000000002
2,301.7,310.6,1492,42.2,85,8.900000000000034,62962.4,34.0
1,302.3,311.8,1574,42.8,215,9.5,67367.2,86.0
1,301.0,310.8,1549,41.4,121,9.800000000000011,64128.6,48.4
0,302.0,310.5,1459,43.2,148,8.5,63028.8,59.199999999999996
0,300.6,309.4,1463,49.2,235,8.799999999999955,71979.6,94.0
1,299.0,310.1,1362,59.5,46,11.100000000000023,81039.0,18.4
1,297.8,309.2,1683,30.9,163,11.399999999999977,52004.7,65.2
0,300.6,310.0,1419,42.4,90,9.399999999999977,60165.6,36.0
1,297.4,309.0,1568,33.7,175,11.600000000000023,52841.600000000006,70.0
2,298.4,308.5,1636,35.7,107,10.100000000000023,58405.200000000004,42.8
1,300.7,311.8,1336,58.4,189,11.100000000000023,78022.4,75.6
1,300.3,310.2,1471,45.2,48,9.899999999999977,66489.2,19.2
0,296.1,306.9,1541,32.6,33,10.799999999999955,50236.600000000006,13.200000000000001
2,300.5,311.4,1312,51.4,60,10.899999999999977,67436.8,24.0
1,303.4,311.7,1793,25.8,161,8.300000000000011,46259.4,64.4
1,298.3,309.9,1507,41.6,112,11.599999999999966,62691.200000000004,44.800000000000004
1,301.5,310.5,1636,28.7,106,9.0,46953.2,42.4
2,301.1,311.2,1407,53.0,165,10.099999999999966,74571.0,66.0
2,298.3,307.8,1485,42.0,13,9.5,62370.0,5.2
2,300.3,309.5,1448,42.4,145,9.199999999999989,61395.2,57.99999999999999
2,298.8,308.8,1441,40.5,63,10.0,58360.5,25.2
2,299.3,309.0,1496,43.4,67,9.699999999999989,64926.4,26.8
1,298.1,307.7,1414,48.7,159,9.599999999999966,68861.8,63.6
1,297.7,307.7,1581,34.9,31,10.0,55176.899999999994,12.4
1,297.3,308.5,1456,54.2,179,11.199999999999989,78915.2,71.6
1,297.3,308.6,1385,55.2,156,11.300000000000011,76452.0,62.4
1,302.5,310.2,1547,36.9,103,7.699999999999989,57084.299999999996,41.199999999999996
1,297.3,308.1,1762,26.1,154,10.800000000000011,45988.200000000004,61.6
1,299.6,309.1,1574,39.2,83,9.5,61700.8,33.2
1,301.1,312.4,1430,37.9,124,11.299999999999955,54197.0,49.6
0,299.7,311.1,1353,47.1,143,11.400000000000034,63726.3,57.199999999999996
1,299.1,308.4,1426,47.9,67,9.299999999999955,68305.4,26.8
0,300.1,311.6,1589,37.9,37,11.5,60223.1,14.799999999999999
1,302.7,310.7,1369,47.5,11,8.0,65027.5,4.3999999999999995
1,300.6,309.7,1593,32.4,76,9.099999999999966,51613.2,30.4
1,297.4,308.5,1495,37.8,211,11.100000000000023,56510.99999999999,84.39999999999999
0,296.4,307.5,1556,38.0,62,11.100000000000023,59128.0,24.8
1,298.8,309.7,1450,43.1,63,10.899999999999977,62495.0,25.2
1,303.7,312.9,1502,40.5,0,9.199999999999989,60831.0,0.0
1,299.9,309.0,1553,40.0,88,9.100000000000023,62120.0,35.199999999999996
2,302.6,312.1,1445,42.0,181,9.5,60690.0,72.39999999999999
2,302.3,311.8,1463,35.7,197,9.5,52229.100000000006,78.8
1,302.3,311.0,1446,37.6,75,8.699999999999989,54369.6,30.0
1,299.3,309.0,1734,30.6,154,9.699999999999989,53060.4,61.6
1,303.7,313.0,1457,44.1,40,9.300000000000011,64253.700000000004,16.0
0,300.4,311.4,1445,52.4,105,11.0,75718.0,42.0
1,297.4,307.9,1606,33.4,176,10.5,53640.399999999994,70.39999999999999
1,298.1,308.7,1642,30.3,3,10.599999999999966,49752.6,1.2
2,297.8,307.9,1802,25.8,43,10.099999999999966,46491.6,17.2
1,301.0,309.9,1507,41.8,19,8.899999999999977,62992.6,7.6
1,299.0,310.4,1452,46.2,168,11.399999999999977,67082.40000000001,67.2
1,301.2,311.2,1635,29.6,211,10.0,48396.0,84.39999999999999
2,299.5,309.2,1495,41.6,17,9.699999999999989,62192.0,6.800000000000001
1,298.3,308.5,1538,32.2,173,10.199999999999989,49523.600000000006,69.19999999999999
1,297.9,309.0,1528,37.5,54,11.100000000000023,57300.0,21.6
2,298.7,309.6,1738,27.3,79,10.900000000000034,47447.4,31.6
2,299.0,308.4,1535,47.5,163,9.399999999999977,72912.5,65.2
2,300.7,310.2,1373,44.1,28,9.5,60549.3,11.200000000000001
1,298.7,310.2,1525,43.7,34,11.5,66642.5,13.600000000000001
1,297.9,308.5,1472,45.1,70,10.600000000000023,66387.2,28.000000000000004
2,303.0,311.2,1387,41.4,100,8.199999999999989,57421.799999999996,40.0
1,297.4,308.5,2100,16.9,176,11.100000000000023,35490.0,70.39999999999999
1,300.9,312.1,1462,46.0,166,11.200000000000045,67252.0,66.4
1,301.9,310.4,1370,51.7,153,8.5,70829.0,61.199999999999996
2,300.0,309.1,1463,45.7,11,9.100000000000023,66859.1,4.3999999999999995
2,299.9,310.1,1362,56.3,179,10.200000000000045,76680.59999999999,71.6
1,300.5,309.8,1507,42.5,117,9.300000000000011,64047.5,46.800000000000004
1,299.6,310.2,1512,44.0,79,10.599999999999966,66528.0,31.6
1,302.3,310.1,1487,46.0,184,7.800000000000011,68402.0,73.6
1,300.3,309.6,1568,39.6,85,9.300000000000011,62092.8,34.0
0,299.0,310.2,1744,31.5,0,11.199999999999989,54936.0,0.0
1,300.8,310.6,1384,52.9,165,9.800000000000011,73213.59999999999,66.0
1,299.3,310.9,1669,32.4,5,11.599999999999966,54075.6,2.0
1,299.2,310.3,1352,48.9,238,11.100000000000023,66112.8,95.19999999999999
1,302.9,312.4,1698,33.8,202,9.5,57392.399999999994,80.80000000000001
1,301.7,310.5,2465,13.7,149,8.800000000000011,33770.5,59.599999999999994
1,299.0,308.7,1892,22.8,96,9.699999999999989,43137.6,38.4
1,297.2,308.6,1437,52.4,37,11.400000000000034,75298.8,14.799999999999999
1,298.1,307.9,1578,35.6,55,9.799999999999955,56176.8,22.0
1,297.2,308.6,1864,23.6,103,11.400000000000034,43990.4,41.199999999999996
1,299.0,310.1,1463,37.4,56,11.100000000000023,54716.2,22.400000000000002
1,300.9,310.9,1749,26.4,40,10.0,46173.6,16.0
1,299.7,311.1,1603,31.4,141,11.400000000000034,50334.2,56.39999999999999
1,299.2,308.5,1378,53.4,100,9.300000000000011,73585.2,40.0
0,302.6,311.0,1438,51.0,106,8.399999999999977,73338.0,42.4
2,300.5,309.8,1370,55.9,143,9.300000000000011,76583.0,57.199999999999996
2,301.5,310.5,1308,60.5,139,9.0,79134.0,55.60000000000001
1,300.8,309.7,1997,20.7,5,8.899999999999977,41337.9,2.0
1,295.7,306.2,1397,52.0,101,10.5,72644.0,40.400000000000006
2,298.0,307.5,1427,43.6,101,9.5,62217.200000000004,40.400000000000006
1,299.0,308.4,1356,52.6,188,9.399999999999977,71325.6,75.2
1,301.2,311.1,1550,39.7,20,9.900000000000034,61535.00000000001,8.0
0,299.3,308.8,1397,45.4,191,9.5,63423.799999999996,76.4
1,299.5,310.9,1496,38.5,162,11.399999999999977,57596.0,64.8
2,297.1,308.4,1880,23.5,155,11.299999999999955,44180.0,62.0
0,300.1,309.3,1448,45.8,163,9.199999999999989,66318.4,65.2
1,302.2,311.0,1555,34.2,185,8.800000000000011,53181.00000000001,74.0
0,301.9,311.0,1336,63.6,111,9.100000000000023,84969.6,44.4
1,296.8,307.6,1588,37.6,126,10.800000000000011,59708.8,50.4
0,299.0,310.0,1458,44.9,221,11.0,65464.2,88.4
1,301.3,310.0,1344,54.8,186,8.699999999999989,73651.2,74.4
1,303.6,312.5,1710,31.4,180,8.899999999999977,53694.0,72.0
2,298.5,309.7,1354,60.8,96,11.199999999999989,82323.2,38.4
1,299.9,311.0,1747,27.6,177,11.100000000000023,48217.200000000004,70.8
1,300.8,311.9,1414,41.1,171,11.099999999999966,58115.4,68.4
0,299.2,310.7,1636,29.4,23,11.5,48098.399999999994,9.2
1,298.7,309.7,1293,59.1,125,11.0,76416.3,50.0
2,297.4,308.2,1401,51.9,117,10.800000000000011,72711.9,46.800000000000004
2,297.8,309.2,1295,61.2,12,11.399999999999977,79254.0,4.8
2,299.8,309.4,1439,47.4,57,9.599999999999966,68208.59999999999,22.8
1,300.2,311.6,1827,27.0,22,11.400000000000034,49329.0,8.799999999999999
1,297.8,307.8,1563,34.3,53,10.0,53610.899999999994,21.2
2,300.7,311.0,1334,53.9,150,10.300000000000011,71902.59999999999,60.0
0,298.2,308.4,1398,51.8,76,10.199999999999989,72416.4,30.4
2,299.7,310.4,1410,44.5,105,10.699999999999989,62745.0,42.0
0,298.3,308.1,2636,12.8,84,9.800000000000011,33740.8,33.6
1,297.8,309.0,1403,64.2,0,11.199999999999989,90072.6,0.0
1,299.6,310.9,1853,26.3,166,11.299999999999955,48733.9,66.4
0,302.2,311.1,1426,50.6,101,8.900000000000034,72155.6,40.400000000000006
1,301.7,311.3,1421,45.9,85,9.600000000000023,65223.9,34.0
1,301.5,310.9,1580,32.3,11,9.399999999999977,51033.99999999999,4.3999999999999995
0,299.3,308.8,1636,35.5,180,9.5,58078.0,72.0
0,300.7,310.5,1476,43.1,134,9.800000000000011,63615.6,53.6
1,300.6,309.6,1290,57.4,119,9.0,74046.0,47.599999999999994
0,303.1,312.8,1435,41.9,115,9.699999999999989,60126.5,46.0
1,298.7,309.8,1539,33.4,2,11.100000000000023,51402.6,0.8
2,302.2,311.2,1627,33.2,74,9.0,54016.4,29.599999999999998
1,297.1,308.4,1583,31.9,2,11.299999999999955,50497.7,0.8
1,299.8,311.2,1369,46.2,146,11.399999999999977,63247.8,58.4
1,301.4,310.8,1490,38.0,168,9.400000000000034,56620.0,67.2
1,300.0,311.0,1637,33.6,181,11.0,55003.200000000004,72.39999999999999
1,298.9,309.9,1365,46.5,75,11.0,63472.5,30.0
2,300.6,310.0,1397,55.2,90,9.399999999999977,77114.40000000001,36.0
1,301.6,310.7,1638,33.8,196,9.099999999999966,55364.399999999994,78.4
2,300.6,310.2,1532,38.7,16,9.599999999999966,59288.4,6.4
1,302.7,311.0,1694,29.8,150,8.300000000000011,50481.200000000004,60.0
0,303.6,312.6,1436,42.0,110,9.0,60312.0,44.0
1,300.5,311.8,1524,38.9,214,11.300000000000011,59283.6,85.6
2,297.1,308.4,1432,53.4,199,11.299999999999955,76468.8,79.60000000000001
0,299.9,309.5,1547,38.5,148,9.600000000000023,59559.5,59.199999999999996
0,300.7,312.3,1670,27.3,81,11.600000000000023,45591.0,32.4
2,300.7,309.7,1435,44.7,76,9.0,64144.50000000001,30.4
1,301.4,310.7,1616,36.5,121,9.300000000000011,58984.0,48.4
1,301.9,310.3,1398,44.0,65,8.400000000000034,61512.0,26.0
2,299.2,308.4,1538,38.0,98,9.199999999999989,58444.0,39.2
2,303.6,312.8,1400,43.2,23,9.199999999999989,60480.00000000001,9.2
1,300.3,309.9,1601,31.7,180,9.599999999999966,50751.7,72.0
1,299.8,310.8,1409,51.9,154,11.0,73127.09999999999,61.6
1,302.7,312.1,1597,39.8,153,9.400000000000034,63560.6,61.199999999999996
1,301.4,311.1,1952,22.7,131,9.700000000000045,44310.4,52.400000000000006
2,296.7,307.6,1547,34.7,150,10.900000000000034,53680.9,60.0
2,302.6,310.2,1631,31.0,100,7.599999999999966,50561.0,40.0
2,302.4,311.1,1480,45.7,200,8.700000000000045,67636.0,80.0
1,299.5,310.0,1481,43.1,90,10.5,63831.1,36.0
1,301.3,311.1,1413,42.0,221,9.800000000000011,59346.0,88.4
1,298.8,308.7,1445,48.5,70,9.899999999999977,70082.5,28.000000000000004
1,297.4,308.5,1643,33.8,132,11.100000000000023,55533.399999999994,52.800000000000004
2,297.8,308.5,1466,44.7,88,10.699999999999989,65530.200000000004,35.199999999999996
2,304.3,313.5,1525,42.0,2,9.199999999999989,64050.0,0.8
2,299.9,309.3,1389,52.8,0,9.400000000000034,73339.2,0.0
1,302.4,311.0,1610,33.1,161,8.600000000000023,53291.0,64.4
1,296.6,307.7,1556,37.7,110,11.099999999999966,58661.200000000004,44.0
2,300.4,309.3,1467,40.3,166,8.900000000000034,59120.1,66.4
1,300.3,311.4,1471,37.0,114,11.099999999999966,54427.0,45.6
1,297.9,308.8,1681,31.7,94,10.900000000000034,53287.7,37.6
1,302.6,312.4,1628,33.0,15,9.799999999999955,53724.0,6.0
1,301.2,310.5,1546,40.0,55,9.300000000000011,61840.0,22.0
2,298.7,310.1,1693,31.9,51,11.400000000000034,54006.7,20.4
1,299.3,309.1,1496,37.2,149,9.800000000000011,55651.200000000004,59.599999999999994
1,301.3,310.6,1387,53.6,94,9.300000000000011,74343.2,37.6
2,301.7,310.9,1300,62.7,36,9.199999999999989,81510.0,14.399999999999999
1,303.6,312.9,1450,45.3,29,9.299999999999955,65685.0,11.600000000000001
1,302.8,312.1,1441,52.1,79,9.300000000000011,75076.1,31.6
2,297.5,308.2,2448,13.8,29,10.699999999999989,33782.4,11.600000000000001
2,300.7,310.7,1377,46.7,36,10.0,64305.9,14.399999999999999
1,298.4,308.0,1380,47.6,130,9.600000000000023,65688.0,52.0
0,299.4,308.6,1542,41.8,166,9.200000000000045,64455.6,66.4
1,297.7,309.7,1498,41.0,176,12.0,61418.0,70.39999999999999
1,296.9,308.1,1422,48.7,215,11.200000000000045,69251.40000000001,86.0
1,301.2,311.0,1544,39.3,217,9.800000000000011,60679.2,86.8
2,303.6,312.0,1435,37.9,98,8.399999999999977,54386.5,39.2
0,300.4,311.8,2496,13.5,5,11.400000000000034,33696.0,2.0
1,297.4,309.3,1759,24.8,81,11.900000000000034,43623.200000000004,32.4
2,298.3,310.1,1389,49.6,75,11.800000000000011,68894.40000000001,30.0
1,301.3,310.6,1458,48.0,104,9.300000000000011,69984.0,41.6
1,302.4,311.9,1541,37.9,192,9.5,58403.899999999994,76.8
1,300.0,311.4,1476,39.0,92,11.399999999999977,57564.0,36.8
0,301.7,311.0,2016,19.3,180,9.300000000000011,38908.8,72.0
1,299.1,310.4,1505,46.1,176,11.299999999999955,69380.5,70.39999999999999
2,296.8,307.5,1443,39.2,13,10.699999999999989,56565.600000000006,5.2
1,300.4,310.8,1520,37.6,151,10.400000000000034,57152.0,60.4
2,300.5,309.3,1578,30.5,34,8.800000000000011,48129.0,13.600000000000001
2,303.5,312.3,1543,33.3,71,8.800000000000011,51381.899999999994,28.4
0,299.3,310.4,1393,44.9,162,11.099999999999966,62545.7,64.8
0,302.3,311.5,1526,38.2,47,9.199999999999989,58293.200000000004,18.8
1,299.7,309.2,1631,35.1,177,9.5,57248.100000000006,70.8
1,298.5,309.5,1579,38.6,126,11.0,60949.4,50.4
1,301.4,310.0,1776,25.6,30,8.600000000000023,45465.600000000006,12.0
1,300.7,309.7,1507,52.4,163,9.0,78966.8,65.2
1,301.9,310.9,1567,39.0,214,9.0,61113.0,85.6
2,301.0,310.4,1517,46.1,145,9.399999999999977,69933.7,57.99999999999999
0,297.2,308.5,1653,33.3,207,11.300000000000011,55044.899999999994,82.8
2,303.4,312.0,1748,28.4,200,8.600000000000023,49643.2,80.0
1,301.1,310.1,1457,39.6,215,9.0,57697.200000000004,86.0
1,303.3,312.7,1262,63.8,100,9.399999999999977,80515.59999999999,40.0
1,300.0,309.4,1395,44.5,181,9.399999999999977,62077.5,72.39999999999999
2,299.5,309.2,1590,35.9,22,9.699999999999989,57081.0,8.799999999999999
2,300.5,311.8,1591,42.0,182,11.300000000000011,66822.0,72.8
1,297.2,308.3,1796,23.8,61,11.100000000000023,42744.8,24.4
2,301.1,311.3,1654,30.7,28,10.199999999999989,50777.799999999996,11.200000000000001
1,302.4,312.0,1621,32.5,169,9.600000000000023,52682.5,67.60000000000001
1,300.4,311.6,1815,23.5,49,11.200000000000045,42652.5,19.6
1,297.1,307.8,1454,50.6,94,10.699999999999989,73572.40000000001,37.6
2,300.5,309.9,1735,27.0,107,9.399999999999977,46845.0,42.8
2,298.8,308.5,1577,33.2,0,9.699999999999989,52356.4,0.0
1,300.0,309.6,1514,44.6,98,9.600000000000023,67524.40000000001,39.2
1,298.0,309.2,1458,39.8,87,11.199999999999989,58028.399999999994,34.8
0,298.0,309.1,1557,36.4,65,11.100000000000023,56674.799999999996,26.0
0,299.0,310.0,1569,34.3,132,11.0,53816.7,52.800000000000004
1,298.2,308.1,1379,62.3,149,9.900000000000034,85911.7,59.599999999999994
2,299.9,309.2,1353,49.8,182,9.300000000000011,67379.4,72.8
1,303.3,311.5,1601,35.2,10,8.199999999999989,56355.200000000004,4.0
2,300.8,310.5,1511,35.8,54,9.699999999999989,54093.799999999996,21.6
1,300.9,311.1,1471,39.3,91,10.200000000000045,57810.299999999996,36.4
1,302.7,310.7,1433,43.7,13,8.0,62622.100000000006,5.2
2,302.5,312.0,1642,29.1,46,9.5,47782.200000000004,18.4
1,302.8,312.1,1418,51.4,54,9.300000000000011,72885.2,21.6
0,300.1,309.3,1520,38.2,158,9.199999999999989,58064.00000000001,63.2
1,298.2,307.9,1313,67.3,67,9.699999999999989,88364.9,26.8
0,300.6,310.6,1830,26.2,78,10.0,47946.0,31.2
2,297.4,308.4,1340,52.6,15,11.0,70484.0,6.0
1,302.5,311.5,1700,29.5,133,9.0,50150.0,53.2
1,301.2,312.4,1378,59.0,95,11.199999999999989,81302.0,38.0
2,303.7,313.1,2130,18.1,185,9.400000000000034,38553.0,74.0
2,297.0,308.1,1573,34.9,93,11.100000000000023,54897.7,37.2
0,298.3,307.9,1420,39.2,176,9.599999999999966,55664.00000000001,70.39999999999999
1,300.3,311.5,1667,28.8,56,11.199999999999989,48009.6,22.400000000000002
1,303.0,311.1,1980,20.2,137,8.100000000000023,39996.0,54.800000000000004
1,298.4,308.3,1318,59.1,22,9.900000000000034,77893.8,8.799999999999999
1,303.4,311.7,1673,32.2,166,8.300000000000011,53870.600000000006,66.4
2,298.6,308.4,1778,28.2,161,9.799999999999955,50139.6,64.4
1,298.4,308.1,1395,44.0,92,9.700000000000045,61380.0,36.8
1,298.6,309.4,1525,37.8,54,10.799999999999955,57644.99999999999,21.6
2,297.0,307.9,1882,24.2,97,10.899999999999977,45544.4,38.800000000000004
1,300.0,309.1,1791,28.2,108,9.100000000000023,50506.2,43.2
2,302.2,311.2,1377,43.0,91,9.0,59211.0,36.4
1,297.4,308.9,1708,28.8,174,11.5,49190.4,69.6
1,302.6,311.0,1506,37.2,95,8.399999999999977,56023.200000000004,38.0
2,300.7,311.6,1348,62.5,36,10.900000000000034,84250.0,14.399999999999999
1,298.9,308.9,1830,24.9,35,10.0,45567.0,14.000000000000002
1,298.8,308.9,1379,46.7,204,10.099999999999966,64399.3,81.6
1,300.5,310.0,1521,45.1,86,9.5,68597.1,34.4
1,296.7,308.0,1580,32.2,39,11.300000000000011,50876.00000000001,15.6
1,298.0,308.8,1581,36.1,73,10.800000000000011,57074.100000000006,29.2
2,296.1,307.1,1350,53.3,22,11.0,71955.0,8.799999999999999
0,299.6,309.1,1588,41.3,0,9.5,65584.4,0.0
0,297.3,308.8,1419,42.4,139,11.5,60165.6,55.60000000000001
1,298.9,309.8,1390,49.9,21,10.900000000000034,69361.0,8.4
0,300.6,310.6,1419,39.6,3,10.0,56192.4,1.2
1,301.8,310.5,1548,34.1,93,8.699999999999989,52786.8,37.2
1,298.5,308.9,1781,27.8,113,10.399999999999977,49511.8,45.2
0,300.7,310.8,1518,40.1,142,10.100000000000023,60871.8,56.8
2,301.3,311.1,1438,43.0,137,9.800000000000011,61834.0,54.800000000000004
1,300.8,311.1,1480,41.1,176,10.300000000000011,60828.0,70.39999999999999
1,303.8,313.0,1365,59.9,205,9.199999999999989,81763.5,82.0
1,298.6,309.8,1561,32.6,201,11.199999999999989,50888.600000000006,80.4
1,298.0,308.0,1401,54.7,65,10.0,76634.7,26.0
1,300.4,309.6,1319,48.1,26,9.200000000000045,63443.9,10.4
2,302.3,310.8,1721,28.4,215,8.5,48876.399999999994,86.0
2,301.1,310.7,2636,12.2,100,9.599999999999966,32159.199999999997,40.0
2,300.3,309.5,1665,31.4,32,9.199999999999989,52281.0,12.8
1,301.6,311.1,1325,49.2,104,9.5,65190.00000000001,41.6
2,298.5,308.7,1615,33.3,41,10.199999999999989,53779.49999999999,16.400000000000002
1,303.4,311.8,1306,61.0,215,8.400000000000034,79666.0,86.0
1,297.2,307.9,1825,24.6,142,10.699999999999989,44895.0,56.8
2,297.0,308.1,1363,45.3,196,11.100000000000023,61743.899999999994,78.4
1,301.1,310.4,1312,73.6,49,9.299999999999955,96563.2,19.6
1,298.5,309.6,1861,26.9,130,11.100000000000023,50060.899999999994,52.0
1,301.4,310.8,1477,50.4,90,9.400000000000034,74440.8,36.0
2,297.6,308.4,1507,46.0,51,10.799999999999955,69322.0,20.4
2,302.9,312.4,1421,46.0,206,9.5,65366.0,82.39999999999999
0,297.9,307.6,1493,36.0,161,9.700000000000045,53748.0,64.4
1,301.4,310.9,1440,45.4,177,9.5,65376.0,70.8
1,301.0,310.9,1515,37.3,6,9.899999999999977,56509.49999999999,2.4
2,301.0,310.9,2047,17.9,178,9.899999999999977,36641.299999999996,71.2
1,300.4,311.7,1444,51.2,174,11.300000000000011,73932.8,69.6
0,297.7,309.6,1697,32.2,210,11.900000000000034,54643.4,84.0
1,300.7,310.9,1723,31.0,73,10.199999999999989,53413.0,29.2
2,297.6,309.3,1415,41.3,17,11.699999999999989,58439.49999999999,6.800000000000001
1,300.6,310.1,1337,45.8,62,9.5,61234.6,24.8
1,298.8,308.6,1535,41.2,40,9.800000000000011,63242.00000000001,16.0
1,304.2,313.4,1434,42.5,175,9.199999999999989,60945.0,70.0
1,298.9,310.2,1304,57.2,183,11.300000000000011,74588.8,73.2
1,301.2,311.7,1463,48.3,204,10.5,70662.9,81.6
1,297.9,307.6,1515,40.5,118,9.700000000000045,61357.5,47.199999999999996
1,300.8,310.8,1634,29.2,149,10.0,47712.799999999996,59.599999999999994
2,301.4,310.7,1459,37.7,40,9.300000000000011,55004.3,16.0
1,298.5,309.2,1504,33.7,182,10.699999999999989,50684.8,72.8
2,301.0,309.6,1588,32.7,138,8.600000000000023,51927.600000000006,55.2
1,301.6,310.8,1535,35.4,148,9.199999999999989,54339.0,59.199999999999996
1,303.0,311.3,2194,16.5,148,8.300000000000011,36201.0,59.199999999999996
1,300.9,310.5,2288,16.1,85,9.600000000000023,36836.8,34.0
